2026-05-18 18:44:43,WARNING,LOW HUMIDITY DETECTED
2026-05-18 18:45:11,WARNING,LOW HUMIDITY DETECTED
2026-05-18 18:45:17,WARNING,LOW HUMIDITY DETECTED
2026-05-18 18:45:29,WARNING,LOW HUMIDITY DETECTED
2026-05-18 18:45:35,WARNING,LOW HUMIDITY DETECTED
2026-05-18 18:45:41,WARNING,LOW HUMIDITY DETECTED
2026-05-18 19:19:25,WARNING,HIGH HUMIDITY DETECTED
2026-05-18 19:21:47,WARNING,HIGH HUMIDITY DETECTED
